sensor_name;frequency;duty_cycle;measurement;stabilization_time;success
NPPN;100;1;3454;361;1
NPPN;100;2;3570;181;1
NPPN;100;3;3630;181;1
NPPN;100;5;3673;181;1
NPPN;100;8;3714;181;1
NPPN;100;13;3755;136;1
NPPN;100;21;3789;91;1
NPPN;100;34;3834;226;1
NPPN;100;55;3869;181;1
NPPN;100;89;3915;136;1
NPPN;100;128;3947;136;1
NPPN;100;255;4013;135;1
NPPN;200;1;3377;271;1
NPPN;200;2;3552;225;1
NPPN;200;3;3614;180;1
NPPN;200;5;3669;135;1
NPPN;200;8;3714;135;1
NPPN;200;13;3752;135;1
NPPN;200;21;3792;135;1
NPPN;200;34;3831;135;1
NPPN;200;55;3866;90;1
NPPN;200;89;3908;90;1
NPPN;200;128;3940;90;1
NPPN;200;255;4008;90;1
NPPN;400;1;3209;407;1
NPPN;400;2;3483;314;1
NPPN;400;3;3593;224;1
NPPN;400;5;3660;180;1
NPPN;400;8;3702;135;1
NPPN;400;13;3750;135;1
NPPN;400;21;3785;135;1
NPPN;400;34;3824;135;1
NPPN;400;55;3860;90;1
NPPN;400;89;3904;90;1
NPPN;400;128;3939;135;1
NPPN;400;255;4004;135;1
NPPN;800;1;2855;500;0
NPPN;800;2;3342;358;1
NPPN;800;3;3499;269;1
NPPN;800;5;3636;135;1
NPPN;800;8;3685;135;1
NPPN;800;13;3739;135;1
NPPN;800;21;3781;135;1
NPPN;800;34;3816;90;1
NPPN;800;55;3857;90;1
NPPN;800;89;3901;135;1
NPPN;800;128;3934;135;1
NPPN;800;255;3998;135;1
NPPN;1600;1;3067;452;1
NPPN;1600;2;3458;269;1
NPPN;1600;3;3577;179;1
NPPN;1600;5;3748;500;0
NPPN;1600;8;3740;135;1
NPPN;1600;13;3783;90;1
NPPN;1600;21;3825;90;1
NPPN;1600;34;3862;90;1
NPPN;1600;55;3909;135;1
NPPN;1600;89;3950;90;1
NPPN;1600;128;3985;90;1
NPPN;1600;255;4058;135;1
NPPN;3200;1;2699;500;0
NPPN;3200;2;3316;314;1
NPPN;3200;3;3505;179;1
NPPN;3200;5;3644;135;1
NPPN;3200;8;3713;135;1
NPPN;3200;13;3767;90;1
NPPN;3200;21;3805;90;1
NPPN;3200;34;3849;90;1
NPPN;3200;55;3891;90;1
NPPN;3200;89;3935;90;1
NPPN;3200;128;3969;90;1
NPPN;3200;255;4039;90;1
NPPN;6400;1;2179;500;0
NPPN;6400;2;2802;358;1
NPPN;6400;3;3227;224;1
NPPN;6400;5;3504;179;1
NPPN;6400;8;3648;135;1
NPPN;6400;13;3734;135;1
NPPN;6400;21;3781;90;1
NPPN;6400;34;3821;90;1
NPPN;6400;55;3866;90;1
NPPN;6400;89;3908;90;1
NPPN;6400;128;3940;90;1
NPPN;6400;255;4008;90;1
NPPN;12800;1;2936;314;1
NPPN;12800;2;3451;135;1
NPPN;12800;3;3617;135;1
NPPN;12800;5;3736;135;1
NPPN;12800;8;3776;90;1
NPPN;12800;13;3821;90;1
NPPN;12800;21;3864;90;1
NPPN;12800;34;3910;90;1
NPPN;12800;55;3955;90;1
NPPN;12800;89;4008;90;1
NPPN;12800;128;4095;89;1
NPPN;12800;255;4095;89;1
NPPN;25600;1;2157;314;1
NPPN;25600;2;3118;224;1
NPPN;25600;3;3350;135;1
NPPN;25600;5;3587;90;1
NPPN;25600;8;3720;135;1
NPPN;25600;13;3779;90;1
NPPN;25600;21;3822;90;1
NPPN;25600;34;3868;90;1
NPPN;25600;55;3924;180;1
NPPN;25600;89;3968;90;1
NPPN;25600;128;4092;90;1
NPPN;25600;255;4095;89;1
NPPN;51200;1;1294;269;1
NPPN;51200;2;2256;269;1
NPPN;51200;3;2757;179;1
NPPN;51200;5;3281;135;1
NPPN;51200;8;3515;90;1
NPPN;51200;13;3688;135;1
NPPN;51200;21;3765;315;1
NPPN;51200;34;3817;90;1
NPPN;51200;55;3862;135;1
NPPN;51200;89;3918;500;0
NPPN;51200;128;4056;90;1
NPPN;51200;255;4084;90;1
NPPN;100000;1;2351;179;1
NPPN;100000;2;3195;90;1
NPPN;100000;3;3404;225;1
NPPN;100000;5;3634;135;1
NPPN;100000;8;3751;500;0
NPPN;100000;13;3804;500;0
NPPN;100000;21;3862;496;1
NPPN;100000;34;3229;90;1
NPPN;100000;55;3892;500;0
NPPN;100000;89;4020;500;0
NPPN;100000;128;4095;89;1
NPPN;100000;255;4095;89;1
NPPN;200000;1;1333;179;1
NPPN;200000;2;2399;180;1
NPPN;200000;3;2810;180;1
NPPN;200000;5;3330;500;0
NPPN;200000;8;3552;315;1
NPPN;200000;13;3759;500;0
NPPN;200000;21;3866;500;0
NPPN;200000;34;2403;135;1
NPPN;200000;55;3833;500;0
NPPN;200000;89;3999;500;0
NPPN;200000;128;4095;89;1
NPPN;200000;255;4095;89;1
NPPN;400000;1;633;180;1
NPPN;400000;2;1363;180;1
NPPN;400000;3;2034;180;1
NPPN;400000;5;2700;450;1
NPPN;400000;8;3312;500;0
NPPN;400000;13;3451;500;0
NPPN;400000;21;3806;500;0
NPPN;400000;34;1373;135;1
NPPN;400000;55;3815;500;0
NPPN;400000;89;4004;500;0
NPPN;400000;128;4095;89;1
NPPN;400000;255;4095;89;1
NPPN;800000;1;603;180;1
NPPN;800000;2;1820;180;1
NPPN;800000;3;1093;135;1
NPPN;800000;5;1830;135;1
NPPN;800000;8;2511;225;1
NPPN;800000;13;3399;500;0
NPPN;800000;21;3643;500;0
NPPN;800000;34;1011;135;1
NPPN;800000;55;3651;500;0
NPPN;800000;89;4029;500;0
NPPN;800000;128;4095;89;1
NPPN;800000;255;4095;89;1
NPPN;1600000;1;768;135;1
NPPN;1600000;2;1602;500;0
NPPN;1600000;3;2317;500;0
NPPN;1600000;5;3065;500;0
NPPN;1600000;8;4095;45;1
NPPN;1600000;13;3133;135;1
NPPN;1600000;21;4095;45;1
NPPN;1600000;34;4095;89;1
NPPN;1600000;55;4095;89;1
NPPN;1600000;89;4095;89;1
NPPN;1600000;128;4095;89;1
NPPN;1600000;255;4095;89;1
NPPN;3200000;1;621;500;0
NPPN;3200000;2;1156;500;0
NPPN;3200000;3;1659;500;0
NPPN;3200000;5;2767;500;0
NPPN;3200000;8;4095;45;1
NPPN;3200000;13;2772;500;0
NPPN;3200000;21;4095;45;1
NPPN;3200000;34;4095;89;1
NPPN;3200000;55;4095;89;1
NPPN;3200000;89;4095;89;1
NPPN;3200000;128;4095;89;1
NPPN;3200000;255;4095;89;1
NPPN;6400000;1;586;500;0
NPPN;6400000;2;1871;500;0
NPPN;6400000;3;1254;500;0
NPPN;6400000;5;2380;500;0
NPPN;6400000;8;4095;45;1
NPPN;6400000;13;2395;500;0
NPPN;6400000;21;4095;44;1
NPPN;6400000;34;4095;89;1
NPPN;6400000;55;4095;89;1
NPPN;6400000;89;4095;89;1
NPPN;6400000;128;4095;89;1
NPPN;6400000;255;4095;89;1
PNNP;100;1;3408;361;1
PNNP;100;2;3535;181;1
PNNP;100;3;3591;181;1
PNNP;100;5;3640;181;1
PNNP;100;8;3681;136;1
PNNP;100;13;3720;136;1
PNNP;100;21;3754;91;1
PNNP;100;34;3790;91;1
PNNP;100;55;3828;90;1
PNNP;100;89;3869;91;1
PNNP;100;128;3907;136;1
PNNP;100;255;3971;135;1
PNNP;200;1;3328;271;1
PNNP;200;2;3516;225;1
PNNP;200;3;3576;180;1
PNNP;200;5;3634;135;1
PNNP;200;8;3679;135;1
PNNP;200;13;3712;90;1
PNNP;200;21;3753;90;1
PNNP;200;34;3790;90;1
PNNP;200;55;3831;90;1
PNNP;200;89;3870;90;1
PNNP;200;128;3901;90;1
PNNP;200;255;3967;90;1
PNNP;400;1;3150;407;1
PNNP;400;2;3440;269;1
PNNP;400;3;3554;180;1
PNNP;400;5;3627;180;1
PNNP;400;8;3668;135;1
PNNP;400;13;3710;135;1
PNNP;400;21;3748;90;1
PNNP;400;34;3787;90;1
PNNP;400;55;3826;90;1
PNNP;400;89;3867;90;1
PNNP;400;128;3896;90;1
PNNP;400;255;3965;135;1
PNNP;800;1;2786;500;0
PNNP;800;2;3306;403;1
PNNP;800;3;3467;269;1
PNNP;800;5;3607;180;1
PNNP;800;8;3652;135;1
PNNP;800;13;3707;135;1
PNNP;800;21;3748;135;1
PNNP;800;34;3783;90;1
PNNP;800;55;3824;90;1
PNNP;800;89;3865;90;1
PNNP;800;128;3896;90;1
PNNP;800;255;3960;90;1
PNNP;1600;1;2994;452;1
PNNP;1600;2;3432;269;1
PNNP;1600;3;3552;179;1
PNNP;1600;5;3661;135;1
PNNP;1600;8;3704;135;1
PNNP;1600;13;3757;135;1
PNNP;1600;21;3796;135;1
PNNP;1600;34;3834;90;1
PNNP;1600;55;3877;90;1
PNNP;1600;89;3921;90;1
PNNP;1600;128;3954;90;1
PNNP;1600;255;4022;90;1
PNNP;3200;1;2640;543;1
PNNP;3200;2;3283;269;1
PNNP;3200;3;3492;179;1
PNNP;3200;5;3626;135;1
PNNP;3200;8;3690;135;1
PNNP;3200;13;3735;90;1
PNNP;3200;21;3784;90;1
PNNP;3200;34;3826;90;1
PNNP;3200;55;3867;90;1
PNNP;3200;89;3912;135;1
PNNP;3200;128;3945;90;1
PNNP;3200;255;4012;90;1
PNNP;6400;1;2042;500;0
PNNP;6400;2;2768;313;1
PNNP;6400;3;3199;269;1
PNNP;6400;5;3510;179;1
PNNP;6400;8;3649;135;1
PNNP;6400;13;3708;90;1
PNNP;6400;21;3759;90;1
PNNP;6400;34;3799;90;1
PNNP;6400;55;3850;90;1
PNNP;6400;89;3892;90;1
PNNP;6400;128;3922;90;1
PNNP;6400;255;3988;90;1
PNNP;12800;1;2915;269;1
PNNP;12800;2;3484;180;1
PNNP;12800;3;3630;135;1
PNNP;12800;5;3715;90;1
PNNP;12800;8;3768;90;1
PNNP;12800;13;3811;90;1
PNNP;12800;21;3856;90;1
PNNP;12800;34;3902;90;1
PNNP;12800;55;3943;90;1
PNNP;12800;89;3994;90;1
PNNP;12800;128;4079;90;1
PNNP;12800;255;4062;90;1
PNNP;25600;1;2109;314;1
PNNP;25600;2;3008;224;1
PNNP;25600;3;3421;269;1
PNNP;25600;5;3650;135;1
PNNP;25600;8;3723;90;1
PNNP;25600;13;3780;90;1
PNNP;25600;21;3828;90;1
PNNP;25600;34;3870;90;1
PNNP;25600;55;3909;90;1
PNNP;25600;89;3959;90;1
PNNP;25600;128;4052;90;1
PNNP;25600;255;4030;90;1
PNNP;51200;1;1260;269;1
PNNP;51200;2;2212;224;1
PNNP;51200;3;2795;224;1
PNNP;51200;5;3293;225;1
PNNP;51200;8;3626;225;1
PNNP;51200;13;3740;90;1
PNNP;51200;21;3780;90;1
PNNP;51200;34;3828;90;1
PNNP;51200;55;3860;90;1
PNNP;51200;89;3919;90;1
PNNP;51200;128;4015;90;1
PNNP;51200;255;3989;90;1
PNNP;100000;1;2312;179;1
PNNP;100000;2;3145;500;0
PNNP;100000;3;3626;135;1
PNNP;100000;5;3729;541;1
PNNP;100000;8;3767;271;1
PNNP;100000;13;3809;500;0
PNNP;100000;21;3865;500;0
PNNP;100000;34;3162;225;1
PNNP;100000;55;3870;500;0
PNNP;100000;89;3974;135;1
PNNP;100000;128;4095;89;1
PNNP;100000;255;4095;89;1
PNNP;200000;1;1294;134;1
PNNP;200000;2;2350;135;1
PNNP;200000;3;2906;135;1
PNNP;200000;5;3726;500;0
PNNP;200000;8;3762;500;0
PNNP;200000;13;3818;500;0
PNNP;200000;21;3825;500;0
PNNP;200000;34;2363;180;1
PNNP;200000;55;3818;500;0
PNNP;200000;89;3929;180;1
PNNP;200000;128;4095;89;1
PNNP;200000;255;4095;89;1
PNNP;400000;1;891;135;1
PNNP;400000;2;1324;135;1
PNNP;400000;3;2812;500;0
PNNP;400000;5;2793;180;1
PNNP;400000;8;3206;500;0
PNNP;400000;13;3724;500;0
PNNP;400000;21;3805;500;0
PNNP;400000;34;1338;135;1
PNNP;400000;55;3740;500;0
PNNP;400000;89;3925;500;0
PNNP;400000;128;4095;89;1
PNNP;400000;255;4095;89;1
PNNP;800000;1;986;135;1
PNNP;800000;2;1071;135;1
PNNP;800000;3;1038;135;1
PNNP;800000;5;2808;314;1
PNNP;800000;8;2869;500;0
PNNP;800000;13;3111;500;0
PNNP;800000;21;3814;500;0
PNNP;800000;34;986;270;1
PNNP;800000;55;3621;500;0
PNNP;800000;89;3890;500;0
PNNP;800000;128;4095;89;1
PNNP;800000;255;4095;89;1
PNNP;1600000;1;1222;500;0
PNNP;1600000;2;1561;500;0
PNNP;1600000;3;2295;500;0
PNNP;1600000;5;3124;500;0
PNNP;1600000;8;4031;500;0
PNNP;1600000;13;3119;500;0
PNNP;1600000;21;4015;500;0
PNNP;1600000;34;4095;89;1
PNNP;1600000;55;4095;89;1
PNNP;1600000;89;4095;89;1
PNNP;1600000;128;4095;89;1
PNNP;1600000;255;4095;89;1
PNNP;3200000;1;1007;500;0
PNNP;3200000;2;1074;500;0
PNNP;3200000;3;2794;500;0
PNNP;3200000;5;3034;500;0
PNNP;3200000;8;4095;45;1
PNNP;3200000;13;3188;500;0
PNNP;3200000;21;4095;45;1
PNNP;3200000;34;4095;89;1
PNNP;3200000;55;4095;89;1
PNNP;3200000;89;4095;89;1
PNNP;3200000;128;4095;89;1
PNNP;3200000;255;4095;89;1
PNNP;6400000;1;1199;500;0
PNNP;6400000;2;1742;500;0
PNNP;6400000;3;1639;500;0
PNNP;6400000;5;2263;500;0
PNNP;6400000;8;4095;45;1
PNNP;6400000;13;3286;500;0
PNNP;6400000;21;4095;45;1
PNNP;6400000;34;4095;89;1
PNNP;6400000;55;4095;89;1
PNNP;6400000;89;4095;89;1
PNNP;6400000;128;4095;89;1
PNNP;6400000;255;4095;89;1
PNDD;100;1;3460;500;0
PNDD;100;2;3598;500;0
PNDD;100;3;3648;500;0
PNDD;100;5;3697;500;0
PNDD;100;8;3741;500;0
PNDD;100;13;3781;500;0
PNDD;100;21;3825;500;0
PNDD;100;34;3864;500;0
PNDD;100;55;3907;500;0
PNDD;100;89;3952;500;0
PNDD;100;128;3988;500;0
PNDD;100;255;4064;500;0
PNDD;200;1;3368;232;1
PNDD;200;2;3562;269;1
PNDD;200;3;3629;154;1
PNDD;200;5;3691;192;1
PNDD;200;8;3738;154;1
PNDD;200;13;3781;154;1
PNDD;200;21;3822;154;1
PNDD;200;34;3863;269;1
PNDD;200;55;3906;269;1
PNDD;200;89;3953;154;1
PNDD;200;128;3986;269;1
PNDD;200;255;4061;192;1
PNDD;400;1;3220;347;1
PNDD;400;2;3485;268;1
PNDD;400;3;3605;153;1
PNDD;400;5;3675;115;1
PNDD;400;8;3723;115;1
PNDD;400;13;3772;115;1
PNDD;400;21;3814;115;1
PNDD;400;34;3852;77;1
PNDD;400;55;3895;77;1
PNDD;400;89;3942;115;1
PNDD;400;128;3974;77;1
PNDD;400;255;4046;77;1
PNDD;800;1;2960;425;1
PNDD;800;2;3368;343;1
PNDD;800;3;3507;191;1
PNDD;800;5;3650;115;1
PNDD;800;8;3703;115;1
PNDD;800;13;3760;115;1
PNDD;800;21;3805;115;1
PNDD;800;34;3843;77;1
PNDD;800;55;3887;77;1
PNDD;800;89;3931;77;1
PNDD;800;128;3964;77;1
PNDD;800;255;4037;115;1
PNDD;1600;1;3167;309;1
PNDD;1600;2;3486;229;1
PNDD;1600;3;3599;152;1
PNDD;1600;5;3707;115;1
PNDD;1600;8;3752;115;1
PNDD;1600;13;3805;115;1
PNDD;1600;21;3846;77;1
PNDD;1600;34;3887;77;1
PNDD;1600;55;3931;77;1
PNDD;1600;89;3979;77;1
PNDD;1600;128;4014;77;1
PNDD;1600;255;4090;77;1
PNDD;3200;1;2964;347;1
PNDD;3200;2;3373;190;1
PNDD;3200;3;3536;152;1
PNDD;3200;5;3657;115;1
PNDD;3200;8;3723;115;1
PNDD;3200;13;3775;76;1
PNDD;3200;21;3822;77;1
PNDD;3200;34;3864;77;1
PNDD;3200;55;3908;77;1
PNDD;3200;89;3952;77;1
PNDD;3200;128;3988;77;1
PNDD;3200;255;4062;77;1
PNDD;6400;1;2446;533;1
PNDD;6400;2;3059;266;1
PNDD;6400;3;3323;190;1
PNDD;6400;5;3535;114;1
PNDD;6400;8;3654;76;1
PNDD;6400;13;3727;76;1
PNDD;6400;21;3778;77;1
PNDD;6400;34;3824;77;1
PNDD;6400;55;3871;77;1
PNDD;6400;89;3980;77;1
PNDD;6400;128;3949;77;1
PNDD;6400;255;4020;77;1
PNDD;12800;1;3170;190;1
PNDD;12800;2;3499;115;1
PNDD;12800;3;3624;76;1
PNDD;12800;5;3714;77;1
PNDD;12800;8;3771;77;1
PNDD;12800;13;3820;77;1
PNDD;12800;21;3863;77;1
PNDD;12800;34;3910;77;1
PNDD;12800;55;3957;77;1
PNDD;12800;89;4010;77;1
PNDD;12800;128;4095;76;1
PNDD;12800;255;4095;76;1
PNDD;25600;1;2776;267;1
PNDD;25600;2;3195;114;1
PNDD;25600;3;3418;115;1
PNDD;25600;5;3606;77;1
PNDD;25600;8;3701;77;1
PNDD;25600;13;3766;77;1
PNDD;25600;21;3818;77;1
PNDD;25600;34;3862;77;1
PNDD;25600;55;3910;77;1
PNDD;25600;89;3960;77;1
PNDD;25600;128;4095;76;1
PNDD;25600;255;4095;76;1
PNDD;51200;1;2111;343;1
PNDD;51200;2;2804;152;1
PNDD;51200;3;3058;114;1
PNDD;51200;5;3359;76;1
PNDD;51200;8;3550;77;1
PNDD;51200;13;3680;77;1
PNDD;51200;21;3751;77;1
PNDD;51200;34;3804;77;1
PNDD;51200;55;3852;77;1
PNDD;51200;89;3902;77;1
PNDD;51200;128;4083;77;1
PNDD;51200;255;4090;77;1
PNDD;100000;1;3109;190;1
PNDD;100000;2;3263;77;1
PNDD;100000;3;3466;77;1
PNDD;100000;5;3636;77;1
PNDD;100000;8;3724;77;1
PNDD;100000;13;3786;77;1
PNDD;100000;21;3839;77;1
PNDD;100000;34;3280;77;1
PNDD;100000;55;3849;77;1
PNDD;100000;89;4033;77;1
PNDD;100000;128;4095;76;1
PNDD;100000;255;4095;76;1
PNDD;200000;1;2218;191;1
PNDD;200000;2;2854;77;1
PNDD;200000;3;3104;77;1
PNDD;200000;5;3392;77;1
PNDD;200000;8;3582;76;1
PNDD;200000;13;3703;77;1
PNDD;200000;21;3777;77;1
PNDD;200000;34;2885;77;1
PNDD;200000;55;3788;192;1
PNDD;200000;89;3982;77;1
PNDD;200000;128;4095;76;1
PNDD;200000;255;4095;76;1
PNDD;400000;1;1276;191;1
PNDD;400000;2;2265;191;1
PNDD;400000;3;2698;77;1
PNDD;400000;5;3001;77;1
PNDD;400000;8;3297;77;1
PNDD;400000;13;3521;77;1
PNDD;400000;21;3674;39;1
PNDD;400000;34;2278;153;1
PNDD;400000;55;3692;39;1
PNDD;400000;89;3929;77;1
PNDD;400000;128;4095;76;1
PNDD;400000;255;4095;76;1
PNDD;800000;1;1499;115;1
PNDD;800000;2;1302;191;1
PNDD;800000;3;1885;153;1
PNDD;800000;5;2607;115;1
PNDD;800000;8;2882;115;1
