sensor;moisture;r1;r2;c1;frequency;duty_cycle;measurement_wet;stabilization_time_wet;success_wet;measurement_dry;stabilization_time_dry;success_dry;difference;stabilization_time_avg
NPPN;0;1000;100000000;1,5e-10;800;3;2717;500;0;1241;500;0;-1476;500,0
NPPN;0;1000;100000000;1,5e-10;800;5;2987;500;0;1562;500;0;-1425;500,0
NPPN;0;1000;100000000;1,5e-10;800;8;3051;500;0;1616;500;0;-1435;500,0
NPPN;0;1000;100000000;1,5e-10;800;13;3147;500;0;1772;500;0;-1375;500,0
NPPN;0;1000;100000000;1,5e-10;800;21;3188;500;0;1845;500;0;-1343;500,0
NPPN;0;1000;100000000;1,5e-10;800;34;3226;500;0;1905;500;0;-1321;500,0
NPPN;0;1000;100000000;1,5e-10;800;55;3271;500;0;1991;500;0;-1280;500,0
NPPN;0;1000;100000000;1,5e-10;800;89;3326;500;0;2099;500;0;-1227;500,0
NPPN;0;1000;100000000;1,5e-10;800;128;3363;500;0;2173;500;0;-1190;500,0
NPPN;0;1000;100000000;1,5e-10;800;255;3544;500;0;2617;500;0;-927;500,0
NPPN;0;1000;100000000;1,5e-10;1600;1;2240;500;0;1021;500;0;-1219;500,0
NPPN;0;1000;100000000;1,5e-10;1600;2;2804;500;0;1478;500;0;-1326;500,0
NPPN;0;1000;100000000;1,5e-10;1600;3;2967;500;0;1592;500;0;-1375;500,0
NPPN;0;1000;100000000;1,5e-10;1600;5;3169;500;0;1873;500;0;-1296;500,0
NPPN;0;1000;100000000;1,5e-10;1600;8;3210;500;0;1902;500;0;-1308;500,0
NPPN;0;1000;100000000;1,5e-10;1600;13;3285;500;0;2050;500;0;-1235;500,0
NPPN;0;1000;100000000;1,5e-10;1600;21;3326;500;0;2111;500;0;-1215;500,0
NPPN;0;1000;100000000;1,5e-10;1600;34;3369;500;0;2164;500;0;-1205;500,0
NPPN;0;1000;100000000;1,5e-10;1600;55;3424;500;0;2296;500;0;-1128;500,0
NPPN;0;1000;100000000;1,5e-10;1600;89;3504;500;0;2502;500;0;-1002;500,0
NPPN;0;1000;100000000;1,5e-10;1600;128;3570;500;0;2671;500;0;-899;500,0
NPPN;0;1000;100000000;1,5e-10;1600;255;3821;500;0;3312;500;0;-509;500,0
NPPN;0;1000;100000000;1,5e-10;3200;1;1985;500;0;926;500;0;-1059;500,0
NPPN;0;1000;100000000;1,5e-10;3200;2;2730;361;1;1530;500;0;-1200;430,5
NPPN;0;1000;100000000;1,5e-10;3200;3;2963;271;1;1664;500;0;-1299;385,5
NPPN;0;1000;100000000;1,5e-10;3200;5;3149;135;1;1879;500;0;-1270;317,5
NPPN;0;1000;100000000;1,5e-10;3200;8;3235;135;1;1996;500;0;-1239;317,5
NPPN;0;1000;100000000;1,5e-10;3200;13;3300;90;1;2101;500;0;-1199;295,0
NPPN;0;1000;100000000;1,5e-10;3200;21;3346;135;1;2183;500;0;-1163;317,5
NPPN;0;1000;100000000;1,5e-10;3200;34;3395;90;1;2252;500;0;-1143;295,0
NPPN;0;1000;100000000;1,5e-10;3200;55;3448;500;0;2371;500;0;-1077;500,0
NPPN;0;1000;100000000;1,5e-10;3200;89;3528;500;0;2516;500;0;-1012;500,0
NPPN;0;1000;100000000;1,5e-10;3200;128;3592;500;0;2745;500;0;-847;500,0
NPPN;0;1000;100000000;1,5e-10;3200;255;3830;500;0;3457;500;0;-373;500,0
NPPN;0;1000;100000000;1,5e-10;6400;1;1371;500;0;593;500;0;-778;500,0
NPPN;0;1000;100000000;1,5e-10;6400;2;2300;500;0;1294;500;0;-1006;500,0
NPPN;0;1000;100000000;1,5e-10;6400;3;2717;225;1;1563;500;0;-1154;362,5
NPPN;0;1000;100000000;1,5e-10;6400;5;3061;90;1;1876;500;0;-1185;295,0
NPPN;0;1000;100000000;1,5e-10;6400;8;3212;136;1;2014;500;0;-1198;318,0
NPPN;0;1000;100000000;1,5e-10;6400;13;3297;90;1;2142;500;0;-1155;295,0
NPPN;0;1000;100000000;1,5e-10;6400;21;3352;90;1;2199;500;0;-1153;295,0
NPPN;0;1000;100000000;1,5e-10;6400;34;3402;90;1;2294;500;0;-1108;295,0
NPPN;0;1000;100000000;1,5e-10;6400;55;3450;500;0;2375;500;0;-1075;500,0
NPPN;0;1000;100000000;1,5e-10;6400;89;3518;500;0;2579;500;0;-939;500,0
NPPN;0;1000;100000000;1,5e-10;6400;128;3589;500;0;2727;500;0;-862;500,0
NPPN;0;1000;100000000;1,5e-10;6400;255;3820;500;0;3292;500;0;-528;500,0
NPPN;0;1000;100000000;1,5e-10;12800;1;2531;315;1;1606;500;0;-925;407,5
NPPN;0;1000;100000000;1,5e-10;12800;2;3102;135;1;2034;500;0;-1068;317,5
NPPN;0;1000;100000000;1,5e-10;12800;3;3234;90;1;2103;500;0;-1131;295,0
NPPN;0;1000;100000000;1,5e-10;12800;5;3337;90;1;2235;500;0;-1102;295,0
NPPN;0;1000;100000000;1,5e-10;12800;8;3416;90;1;2260;500;0;-1156;295,0
NPPN;0;1000;100000000;1,5e-10;12800;13;3446;500;0;2382;500;0;-1064;500,0
NPPN;0;1000;100000000;1,5e-10;12800;21;3505;500;0;2551;500;0;-954;500,0
NPPN;0;1000;100000000;1,5e-10;12800;34;3612;500;0;3177;500;0;-435;500,0
NPPN;0;1000;100000000;1,5e-10;12800;55;3757;500;0;3297;500;0;-460;500,0
NPPN;0;1000;100000000;1,5e-10;12800;89;3954;500;0;3807;500;0;-147;500,0
NPPN;0;1000;100000000;1,5e-10;12800;128;4088;89;1;4082;89;1;-6;89,0
NPPN;0;1000;100000000;1,5e-10;12800;255;4094;44;1;4095;89;1;1;66,5
NPPN;0;1000;100000000;1,5e-10;25600;1;1789;500;0;1096;500;0;-693;500,0
NPPN;0;1000;100000000;1,5e-10;25600;2;2675;90;1;1740;500;0;-935;295,0
NPPN;0;1000;100000000;1,5e-10;25600;3;3027;90;1;2002;500;0;-1025;295,0
NPPN;0;1000;100000000;1,5e-10;25600;5;3281;90;1;2219;500;0;-1062;295,0
NPPN;0;1000;100000000;1,5e-10;25600;8;3368;90;1;2301;500;0;-1067;295,0
NPPN;0;1000;100000000;1,5e-10;25600;13;3429;451;1;2385;500;0;-1044;475,5
NPPN;0;1000;100000000;1,5e-10;25600;21;3471;500;0;2513;500;0;-958;500,0
NPPN;0;1000;100000000;1,5e-10;25600;34;3582;500;0;2787;500;0;-795;500,0
NPPN;0;1000;100000000;1,5e-10;25600;55;3733;500;0;3492;500;0;-241;500,0
NPPN;0;1000;100000000;1,5e-10;25600;89;3950;500;0;3682;500;0;-268;500,0
NPPN;0;1000;100000000;1,5e-10;25600;128;4083;45;1;4067;403;1;-16;224,0
NPPN;0;1000;100000000;1,5e-10;25600;255;4095;44;1;4095;89;1;0;66,5
NPPN;0;1000;100000000;1,5e-10;51200;1;1048;500;0;613;500;0;-435;500,0
NPPN;0;1000;100000000;1,5e-10;51200;2;1942;500;0;1217;500;0;-725;500,0
NPPN;0;1000;100000000;1,5e-10;51200;3;2476;90;1;1618;500;0;-858;295,0
NPPN;0;1000;100000000;1,5e-10;51200;5;2998;90;1;2044;500;0;-954;295,0
NPPN;0;1000;100000000;1,5e-10;51200;8;3263;135;1;2252;500;0;-1011;317,5
NPPN;0;1000;100000000;1,5e-10;51200;13;3400;500;0;2381;500;0;-1019;500,0
NPPN;0;1000;100000000;1,5e-10;51200;21;3485;500;0;2528;500;0;-957;500,0
NPPN;0;1000;100000000;1,5e-10;51200;34;3576;500;0;2879;500;0;-697;500,0
NPPN;0;1000;100000000;1,5e-10;51200;55;3700;500;0;3647;500;0;-53;500,0
NPPN;0;1000;100000000;1,5e-10;51200;89;3917;500;0;3891;500;0;-26;500,0
NPPN;0;1000;100000000;1,5e-10;51200;128;4091;267;1;4094;45;1;3;156,0
NPPN;0;1000;100000000;1,5e-10;51200;255;4095;44;1;4094;45;1;-1;44,5
NPPN;0;1000;100000000;1,5e-10;100000;1;2068;135;1;2136;500;0;68;317,5
NPPN;0;1000;100000000;1,5e-10;100000;2;2903;270;1;2878;500;0;-25;385,0
NPPN;0;1000;100000000;1,5e-10;100000;3;3186;500;0;3313;500;0;127;500,0
NPPN;0;1000;100000000;1,5e-10;100000;5;3422;500;0;3408;500;0;-14;500,0
NPPN;0;1000;100000000;1,5e-10;100000;8;3474;500;0;2565;500;0;-909;500,0
NPPN;0;1000;100000000;1,5e-10;100000;13;3590;500;0;2784;500;0;-806;500,0
NPPN;0;1000;100000000;1,5e-10;100000;21;3768;500;0;3720;500;0;-48;500,0
NPPN;0;1000;100000000;1,5e-10;100000;34;2862;500;0;1799;500;0;-1063;500,0
NPPN;0;1000;100000000;1,5e-10;100000;55;3832;500;0;3599;500;0;-233;500,0
NPPN;0;1000;100000000;1,5e-10;100000;89;4050;500;0;3985;500;0;-65;500,0
NPPN;0;1000;100000000;1,5e-10;100000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;100000;255;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;200000;1;1127;450;1;722;500;0;-405;475,0
NPPN;0;1000;100000000;1,5e-10;200000;2;2144;90;1;1457;500;0;-687;295,0
NPPN;0;1000;100000000;1,5e-10;200000;3;2660;225;1;1860;500;0;-800;362,5
NPPN;0;1000;100000000;1,5e-10;200000;5;3140;500;0;2266;500;0;-874;500,0
NPPN;0;1000;100000000;1,5e-10;200000;8;3386;500;0;2601;500;0;-785;500,0
NPPN;0;1000;100000000;1,5e-10;200000;13;3542;500;0;2922;500;0;-620;500,0
NPPN;0;1000;100000000;1,5e-10;200000;21;3784;500;0;3345;500;0;-439;500,0
NPPN;0;1000;100000000;1,5e-10;200000;34;2117;500;0;1325;500;0;-792;500,0
NPPN;0;1000;100000000;1,5e-10;200000;55;3837;500;0;3660;500;0;-177;500,0
NPPN;0;1000;100000000;1,5e-10;200000;89;4092;45;1;4007;500;0;-85;272,5
NPPN;0;1000;100000000;1,5e-10;200000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;200000;255;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;400000;1;469;360;1;363;500;0;-106;430,0
NPPN;0;1000;100000000;1,5e-10;400000;2;1182;270;1;925;500;0;-257;385,0
NPPN;0;1000;100000000;1,5e-10;400000;3;1817;500;0;1280;500;0;-537;500,0
NPPN;0;1000;100000000;1,5e-10;400000;5;2517;500;0;1840;500;0;-677;500,0
NPPN;0;1000;100000000;1,5e-10;400000;8;3045;406;1;2366;500;0;-679;453,0
NPPN;0;1000;100000000;1,5e-10;400000;13;3590;500;0;2748;500;0;-842;500,0
NPPN;0;1000;100000000;1,5e-10;400000;21;3749;500;0;3545;500;0;-204;500,0
NPPN;0;1000;100000000;1,5e-10;400000;34;1168;500;0;822;500;0;-346;500,0
NPPN;0;1000;100000000;1,5e-10;400000;55;3748;500;0;3274;500;0;-474;500,0
NPPN;0;1000;100000000;1,5e-10;400000;89;4074;135;1;4092;446;1;18;290,5
NPPN;0;1000;100000000;1,5e-10;400000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;400000;255;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;800000;1;180;500;0;214;500;0;34;500,0
NPPN;0;1000;100000000;1,5e-10;800000;2;524;500;0;496;500;0;-28;500,0
NPPN;0;1000;100000000;1,5e-10;800000;3;905;500;0;742;500;0;-163;500,0
NPPN;0;1000;100000000;1,5e-10;800000;5;1656;541;1;1376;500;0;-280;520,5
NPPN;0;1000;100000000;1,5e-10;800000;8;2322;450;1;1941;500;0;-381;475,0
NPPN;0;1000;100000000;1,5e-10;800000;13;3008;500;0;2635;500;0;-373;500,0
NPPN;0;1000;100000000;1,5e-10;800000;21;3625;500;0;3500;500;0;-125;500,0
NPPN;0;1000;100000000;1,5e-10;800000;34;501;500;0;607;500;0;106;500,0
NPPN;0;1000;100000000;1,5e-10;800000;55;3721;500;0;3476;500;0;-245;500,0
NPPN;0;1000;100000000;1,5e-10;800000;89;4068;500;0;4095;45;1;27;272,5
NPPN;0;1000;100000000;1,5e-10;800000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;800000;255;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;1;650;541;1;672;500;0;22;520,5
NPPN;0;1000;100000000;1,5e-10;1600000;2;1483;315;1;1405;500;0;-78;407,5
NPPN;0;1000;100000000;1,5e-10;1600000;3;2208;500;0;2121;500;0;-87;500,0
NPPN;0;1000;100000000;1,5e-10;1600000;5;3046;500;0;3081;500;0;35;500,0
NPPN;0;1000;100000000;1,5e-10;1600000;8;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;13;3024;451;1;2890;500;0;-134;475,5
NPPN;0;1000;100000000;1,5e-10;1600000;21;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;34;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;55;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;89;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;1600000;255;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;3200000;1;395;500;0;516;500;0;121;500,0
NPPN;0;1000;100000000;1,5e-10;3200000;2;1023;500;0;1111;500;0;88;500,0
NPPN;0;1000;100000000;1,5e-10;3200000;3;1597;500;0;1680;500;0;83;500,0
NPPN;0;1000;100000000;1,5e-10;3200000;5;2745;500;0;2879;500;0;134;500,0
NPPN;0;1000;100000000;1,5e-10;3200000;8;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;3200000;13;2710;500;0;2748;500;0;38;500,0
NPPN;0;1000;100000000;1,5e-10;3200000;21;4093;535;1;4095;45;1;2;290,0
NPPN;0;1000;100000000;1,5e-10;3200000;34;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;3200000;55;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;3200000;89;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;3200000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;3200000;255;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;6400000;1;377;500;0;584;500;0;207;500,0
NPPN;0;1000;100000000;1,5e-10;6400000;2;1249;500;0;1339;500;0;90;500,0
NPPN;0;1000;100000000;1,5e-10;6400000;3;1385;500;0;1623;500;0;238;500,0
NPPN;0;1000;100000000;1,5e-10;6400000;5;2297;500;0;2580;500;0;283;500,0
NPPN;0;1000;100000000;1,5e-10;6400000;8;4095;89;1;4095;45;1;0;67,0
NPPN;0;1000;100000000;1,5e-10;6400000;13;2358;500;0;2488;500;0;130;500,0
NPPN;0;1000;100000000;1,5e-10;6400000;21;4086;500;0;4094;134;1;8;317,0
NPPN;0;1000;100000000;1,5e-10;6400000;34;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;6400000;55;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;6400000;89;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;6400000;128;4095;45;1;4095;45;1;0;45,0
NPPN;0;1000;100000000;1,5e-10;6400000;255;4095;45;1;4095;45;1;0;45,0
PNNP;0;1000;100000000;1,5e-10;100;1;1278;500;0;2041;500;0;763;500,0
PNNP;0;1000;100000000;1,5e-10;100;2;1692;500;0;2222;500;0;530;500,0
PNNP;0;1000;100000000;1,5e-10;100;3;1800;500;0;2297;500;0;497;500,0
PNNP;0;1000;100000000;1,5e-10;100;5;1858;500;0;2346;500;0;488;500,0
PNNP;0;1000;100000000;1,5e-10;100;8;1907;500;0;2384;500;0;477;500,0
PNNP;0;1000;100000000;1,5e-10;100;13;1957;500;0;2423;500;0;466;500,0
PNNP;0;1000;100000000;1,5e-10;100;21;2006;500;0;2464;500;0;458;500,0
PNNP;0;1000;100000000;1,5e-10;100;34;2071;500;0;2496;500;0;425;500,0
PNNP;0;1000;100000000;1,5e-10;100;55;2151;500;0;2554;500;0;403;500,0
PNNP;0;1000;100000000;1,5e-10;100;89;2259;500;0;2638;500;0;379;500,0
PNNP;0;1000;100000000;1,5e-10;100;128;2402;500;0;2752;500;0;350;500,0
PNNP;0;1000;100000000;1,5e-10;100;255;2810;500;0;3078;500;0;268;500,0
PNNP;0;1000;100000000;1,5e-10;200;1;1141;500;0;2229;500;0;1088;500,0
PNNP;0;1000;100000000;1,5e-10;200;2;1851;500;0;2540;500;0;689;500,0
PNNP;0;1000;100000000;1,5e-10;200;3;2158;500;0;2644;500;0;486;500,0
PNNP;0;1000;100000000;1,5e-10;200;5;2359;500;0;2724;500;0;365;500,0
PNNP;0;1000;100000000;1,5e-10;200;8;2443;500;0;2771;500;0;328;500,0
PNNP;0;1000;100000000;1,5e-10;200;13;2507;500;0;2816;500;0;309;500,0
PNNP;0;1000;100000000;1,5e-10;200;21;2561;500;0;2863;500;0;302;500,0
PNNP;0;1000;100000000;1,5e-10;200;34;2619;500;0;2903;500;0;284;500,0
PNNP;0;1000;100000000;1,5e-10;200;55;2672;500;0;2959;500;0;287;500,0
PNNP;0;1000;100000000;1,5e-10;200;89;2752;500;0;3025;500;0;273;500,0
PNNP;0;1000;100000000;1,5e-10;200;128;2846;500;0;3096;500;0;250;500,0
PNNP;0;1000;100000000;1,5e-10;200;255;3106;500;0;3337;500;0;231;500,0
PNNP;0;1000;100000000;1,5e-10;400;1;871;500;0;2247;500;0;1376;500,0
PNNP;0;1000;100000000;1,5e-10;400;2;1481;500;0;2646;500;0;1165;500,0
PNNP;0;1000;100000000;1,5e-10;400;3;2037;500;0;2843;500;0;806;500,0
PNNP;0;1000;100000000;1,5e-10;400;5;2461;500;0;2929;500;0;468;500,0
PNNP;0;1000;100000000;1,5e-10;400;8;2694;500;0;3005;500;0;311;500,0
PNNP;0;1000;100000000;1,5e-10;400;13;2824;500;0;3034;500;0;210;500,0
PNNP;0;1000;100000000;1,5e-10;400;21;2833;500;0;3079;500;0;246;500,0
PNNP;0;1000;100000000;1,5e-10;400;34;2960;500;0;3154;500;0;194;500,0
PNNP;0;1000;100000000;1,5e-10;400;55;3014;500;0;3205;500;0;191;500,0
PNNP;0;1000;100000000;1,5e-10;400;89;3089;500;0;3261;500;0;172;500,0
PNNP;0;1000;100000000;1,5e-10;400;128;3087;500;0;3264;500;0;177;500,0
PNNP;0;1000;100000000;1,5e-10;400;255;3376;500;0;3465;500;0;89;500,0
PNNP;0;1000;100000000;1,5e-10;800;1;626;181;1;1977;500;0;1351;340,5
PNNP;0;1000;100000000;1,5e-10;800;2;1099;541;1;2619;500;0;1520;520,5
PNNP;0;1000;100000000;1,5e-10;800;3;1471;500;0;2834;500;0;1363;500,0
PNNP;0;1000;100000000;1,5e-10;800;5;2174;500;0;3042;500;0;868;500,0
PNNP;0;1000;100000000;1,5e-10;800;8;2523;500;0;3113;500;0;590;500,0
PNNP;0;1000;100000000;1,5e-10;800;13;2867;500;0;3189;500;0;322;500,0
PNNP;0;1000;100000000;1,5e-10;800;21;3016;500;0;3238;500;0;222;500,0
PNNP;0;1000;100000000;1,5e-10;800;34;3107;271;1;3284;500;0;177;385,5
PNNP;0;1000;100000000;1,5e-10;800;55;3171;500;0;3334;500;0;163;500,0
PNNP;0;1000;100000000;1,5e-10;800;89;3237;500;0;3384;500;0;147;500,0
PNNP;0;1000;100000000;1,5e-10;800;128;3292;500;0;3421;500;0;129;500,0
PNNP;0;1000;100000000;1,5e-10;800;255;3481;500;0;3584;500;0;103;500,0
PNNP;0;1000;100000000;1,5e-10;1600;1;753;500;0;2357;500;0;1604;500,0
PNNP;0;1000;100000000;1,5e-10;1600;2;1303;500;0;2890;500;0;1587;500,0
PNNP;0;1000;100000000;1,5e-10;1600;3;1690;500;0;3050;500;0;1360;500,0
PNNP;0;1000;100000000;1,5e-10;1600;5;2384;500;0;3197;500;0;813;500,0
PNNP;0;1000;100000000;1,5e-10;1600;8;2720;500;0;3250;500;0;530;500,0
PNNP;0;1000;100000000;1,5e-10;1600;13;3035;500;0;3310;500;0;275;500,0
PNNP;0;1000;100000000;1,5e-10;1600;21;3187;500;0;3357;500;0;170;500,0
PNNP;0;1000;100000000;1,5e-10;1600;34;3276;500;0;3403;500;0;127;500,0
PNNP;0;1000;100000000;1,5e-10;1600;55;3346;500;0;3455;500;0;109;500,0
PNNP;0;1000;100000000;1,5e-10;1600;89;3450;500;0;3537;500;0;87;500,0
PNNP;0;1000;100000000;1,5e-10;1600;128;3541;500;0;3612;500;0;71;500,0
PNNP;0;1000;100000000;1,5e-10;1600;255;3822;500;0;3791;500;0;-31;500,0
PNNP;0;1000;100000000;1,5e-10;3200;1;644;500;0;2119;500;0;1475;500,0
PNNP;0;1000;100000000;1,5e-10;3200;2;1062;90;1;2802;500;0;1740;295,0
PNNP;0;1000;100000000;1,5e-10;3200;3;1365;90;1;3029;135;1;1664;112,5
PNNP;0;1000;100000000;1,5e-10;3200;5;1869;135;1;3185;90;1;1316;112,5
PNNP;0;1000;100000000;1,5e-10;3200;8;2335;90;1;3263;90;1;928;90,0
PNNP;0;1000;100000000;1,5e-10;3200;13;2753;225;1;3322;180;1;569;202,5
PNNP;0;1000;100000000;1,5e-10;3200;21;3050;90;1;3370;500;0;320;295,0
PNNP;0;1000;100000000;1,5e-10;3200;34;3095;180;1;3419;500;0;324;340,0
PNNP;0;1000;100000000;1,5e-10;3200;55;3353;90;1;3471;500;0;118;295,0
PNNP;0;1000;100000000;1,5e-10;3200;89;3521;226;1;3495;500;0;-26;363,0
PNNP;0;1000;100000000;1,5e-10;3200;128;3547;45;1;3641;226;1;94;135,5
PNNP;0;1000;100000000;1,5e-10;3200;255;3795;500;0;3799;361;1;4;430,5
PNNP;0;1000;100000000;1,5e-10;6400;1;526;135;1;1461;500;0;935;317,5
PNNP;0;1000;100000000;1,5e-10;6400;2;742;90;1;2358;500;0;1616;295,0
PNNP;0;1000;100000000;1,5e-10;6400;3;974;90;1;2774;500;0;1800;295,0
PNNP;0;1000;100000000;1,5e-10;6400;5;1368;90;1;3089;225;1;1721;157,5
PNNP;0;1000;100000000;1,5e-10;6400;8;1786;90;1;3229;181;1;1443;135,5
PNNP;0;1000;100000000;1,5e-10;6400;13;2257;90;1;3308;90;1;1051;90,0
PNNP;0;1000;100000000;1,5e-10;6400;21;2690;135;1;3367;316;1;677;225,5
PNNP;0;1000;100000000;1,5e-10;6400;34;3029;500;0;3413;135;1;384;317,5
PNNP;0;1000;100000000;1,5e-10;6400;55;3253;135;1;3469;500;0;216;317,5
PNNP;0;1000;100000000;1,5e-10;6400;89;3408;500;0;3553;500;0;145;500,0
PNNP;0;1000;100000000;1,5e-10;6400;128;3418;500;0;3639;500;0;221;500,0
PNNP;0;1000;100000000;1,5e-10;6400;255;3784;500;0;3767;500;0;-17;500,0
PNNP;0;1000;100000000;1,5e-10;12800;1;839;180;1;2545;496;1;1706;338,0
PNNP;0;1000;100000000;1,5e-10;12800;2;1261;90;1;3090;90;1;1829;90,0
PNNP;0;1000;100000000;1,5e-10;12800;3;1592;90;1;3238;180;1;1646;135,0
PNNP;0;1000;100000000;1,5e-10;12800;5;2100;90;1;3324;90;1;1224;90,0
PNNP;0;1000;100000000;1,5e-10;12800;8;2526;270;1;3392;270;1;866;270,0
PNNP;0;1000;100000000;1,5e-10;12800;13;2941;500;0;3393;450;1;452;475,0
PNNP;0;1000;100000000;1,5e-10;12800;21;3395;500;0;3533;500;0;138;500,0
PNNP;0;1000;100000000;1,5e-10;12800;34;3670;500;0;3601;541;1;-69;520,5
PNNP;0;1000;100000000;1,5e-10;12800;55;3723;500;0;3701;500;0;-22;500,0
PNNP;0;1000;100000000;1,5e-10;12800;89;3833;500;0;3916;500;0;83;500,0
PNNP;0;1000;100000000;1,5e-10;12800;128;4093;45;1;4072;134;1;-21;89,5
PNNP;0;1000;100000000;1,5e-10;12800;255;4076;90;1;4093;45;1;17;67,5
PNNP;0;1000;100000000;1,5e-10;25600;1;687;90;1;1806;225;1;1119;157,5
PNNP;0;1000;100000000;1,5e-10;25600;2;900;90;1;2676;90;1;1776;90,0
PNNP;0;1000;100000000;1,5e-10;25600;3;1154;90;1;3021;90;1;1867;90,0
PNNP;0;1000;100000000;1,5e-10;25600;5;1543;179;1;3249;135;1;1706;157,0
PNNP;0;1000;100000000;1,5e-10;25600;8;1966;500;0;3357;500;0;1391;500,0
PNNP;0;1000;100000000;1,5e-10;25600;13;2421;90;1;3442;500;0;1021;295,0
PNNP;0;1000;100000000;1,5e-10;25600;21;2870;500;0;3522;500;0;652;500,0
PNNP;0;1000;100000000;1,5e-10;25600;34;3267;500;0;3638;500;0;371;500,0
PNNP;0;1000;100000000;1,5e-10;25600;55;3685;500;0;3692;500;0;7;500,0
PNNP;0;1000;100000000;1,5e-10;25600;89;3979;500;0;3917;500;0;-62;500,0
PNNP;0;1000;100000000;1,5e-10;25600;128;4095;44;1;4064;90;1;-31;67,0
PNNP;0;1000;100000000;1,5e-10;25600;255;4058;90;1;4083;45;1;25;67,5
PNNP;0;1000;100000000;1,5e-10;51200;1;727;90;1;1053;500;0;326;295,0
PNNP;0;1000;100000000;1,5e-10;51200;2;697;90;1;1948;270;1;1251;180,0
PNNP;0;1000;100000000;1,5e-10;51200;3;821;90;1;2474;405;1;1653;247,5
PNNP;0;1000;100000000;1,5e-10;51200;5;1107;90;1;2980;135;1;1873;112,5
PNNP;0;1000;100000000;1,5e-10;51200;8;1413;135;1;3402;500;0;1989;317,5
PNNP;0;1000;100000000;1,5e-10;51200;13;1847;361;1;3404;500;0;1557;430,5
PNNP;0;1000;100000000;1,5e-10;51200;21;2312;496;1;3518;500;0;1206;498,0
PNNP;0;1000;100000000;1,5e-10;51200;34;2988;500;0;3505;500;0;517;500,0
PNNP;0;1000;100000000;1,5e-10;51200;55;3264;135;1;3888;500;0;624;317,5
PNNP;0;1000;100000000;1,5e-10;51200;89;3631;270;1;3854;500;0;223;385,0
PNNP;0;1000;100000000;1,5e-10;51200;128;4095;44;1;4047;225;1;-48;134,5
PNNP;0;1000;100000000;1,5e-10;51200;255;4037;90;1;4052;45;1;15;67,5
PNNP;0;1000;100000000;1,5e-10;100000;1;801;90;1;2078;90;1;1277;90,0
PNNP;0;1000;100000000;1,5e-10;100000;2;1064;361;1;2888;225;1;1824;293,0
PNNP;0;1000;100000000;1,5e-10;100000;3;1574;496;1;3384;500;0;1810;498,0
PNNP;0;1000;100000000;1,5e-10;100000;5;1913;500;0;3348;500;0;1435;500,0
PNNP;0;1000;100000000;1,5e-10;100000;8;2325;180;1;3373;500;0;1048;340,0
PNNP;0;1000;100000000;1,5e-10;100000;13;2746;500;0;3580;500;0;834;500,0
PNNP;0;1000;100000000;1,5e-10;100000;21;3464;500;0;3673;500;0;209;500,0
PNNP;0;1000;100000000;1,5e-10;100000;34;1093;500;0;2838;500;0;1745;500,0
PNNP;0;1000;100000000;1,5e-10;100000;55;3402;500;0;3756;500;0;354;500,0
PNNP;0;1000;100000000;1,5e-10;100000;89;4051;500;0;3996;500;0;-55;500,0
PNNP;0;1000;100000000;1,5e-10;100000;128;4093;45;1;4094;45;1;1;45,0
PNNP;0;1000;100000000;1,5e-10;100000;255;4093;45;1;4094;45;1;1;45,0
PNNP;0;1000;100000000;1,5e-10;200000;1;399;90;1;1120;90;1;721;90,0
