sensor_name;frequency;duty_cycle;measurement;stabilization_time;success
NPPN;100;1;1;90;1
NPPN;100;2;32;500;0
NPPN;100;3;39;500;0
NPPN;100;5;89;500;0
NPPN;100;8;218;500;0
NPPN;100;13;429;500;0
NPPN;100;21;746;500;0
NPPN;100;34;1184;500;0
NPPN;100;55;1656;500;0
NPPN;100;89;2070;500;0
NPPN;100;128;2320;500;0
NPPN;100;255;2741;500;0
NPPN;200;1;72;500;0
NPPN;200;2;68;500;0
NPPN;200;3;67;500;0
NPPN;200;5;68;500;0
NPPN;200;8;94;500;0
NPPN;200;13;232;500;0
NPPN;200;21;486;500;0
NPPN;200;34;865;500;0
NPPN;200;55;1379;500;0
NPPN;200;89;1938;500;0
NPPN;200;128;2317;500;0
NPPN;200;255;2887;500;0
NPPN;400;1;58;500;0
NPPN;400;2;95;500;0
NPPN;400;3;101;500;0
NPPN;400;5;101;500;0
NPPN;400;8;72;500;0
NPPN;400;13;90;500;0
NPPN;400;21;203;500;0
NPPN;400;34;455;361;1
NPPN;400;55;865;500;0
NPPN;400;89;1417;500;0
NPPN;400;128;1882;500;0
NPPN;400;255;2701;500;0
NPPN;800;1;135;500;0
NPPN;800;2;101;500;0
NPPN;800;3;109;500;0
NPPN;800;5;75;500;0
NPPN;800;8;126;500;0
NPPN;800;13;133;500;0
NPPN;800;21;96;500;0
NPPN;800;34;175;500;0
NPPN;800;55;410;500;0
NPPN;800;89;803;406;1
NPPN;800;128;1199;500;0
NPPN;800;255;2155;500;0
NPPN;1600;1;202;500;0
NPPN;1600;2;154;500;0
NPPN;1600;3;156;500;0
NPPN;1600;5;128;500;0
NPPN;1600;8;117;500;0
NPPN;1600;13;112;500;0
NPPN;1600;21;140;500;0
NPPN;1600;34;444;500;0
NPPN;1600;55;545;500;0
NPPN;1600;89;1013;500;0
NPPN;1600;128;1473;316;1
NPPN;1600;255;2587;541;1
NPPN;3200;1;273;500;0
NPPN;3200;2;214;500;0
NPPN;3200;3;252;500;0
NPPN;3200;5;282;500;0
NPPN;3200;8;293;500;0
NPPN;3200;13;288;500;0
NPPN;3200;21;143;500;0
NPPN;3200;34;215;500;0
NPPN;3200;55;368;500;0
NPPN;3200;89;670;500;0
NPPN;3200;128;1061;90;1
NPPN;3200;255;2166;315;1
NPPN;6400;1;369;500;0
NPPN;6400;2;325;500;0
NPPN;6400;3;326;500;0
NPPN;6400;5;328;500;0
NPPN;6400;8;324;500;0
NPPN;6400;13;334;500;0
NPPN;6400;21;345;500;0
NPPN;6400;34;367;500;0
NPPN;6400;55;396;500;0
NPPN;6400;89;541;500;0
NPPN;6400;128;865;500;0
NPPN;6400;255;1925;225;1
NPPN;12800;1;479;500;0
NPPN;12800;2;406;500;0
NPPN;12800;3;412;500;0
NPPN;12800;5;412;500;0
NPPN;12800;8;353;500;0
NPPN;12800;13;409;500;0
NPPN;12800;21;453;500;0
NPPN;12800;34;859;315;1
NPPN;12800;55;1546;500;0
NPPN;12800;89;2610;90;1
NPPN;12800;128;4024;500;0
NPPN;12800;255;3959;135;1
NPPN;25600;1;473;500;0
NPPN;25600;2;384;500;0
NPPN;25600;3;440;500;0
NPPN;25600;5;410;500;0
NPPN;25600;8;422;500;0
NPPN;25600;13;430;500;0
NPPN;25600;21;493;500;0
NPPN;25600;34;831;500;0
NPPN;25600;55;1502;500;0
NPPN;25600;89;2577;500;0
NPPN;25600;128;4006;500;0
NPPN;25600;255;3961;500;0
NPPN;51200;1;404;500;0
NPPN;51200;2;315;500;0
NPPN;51200;3;265;500;0
NPPN;51200;5;384;500;0
NPPN;51200;8;361;500;0
NPPN;51200;13;282;180;1
NPPN;51200;21;459;500;0
NPPN;51200;34;824;500;0
NPPN;51200;55;1491;500;0
NPPN;51200;89;2571;500;0
NPPN;51200;128;3955;500;0
NPPN;51200;255;3963;500;0
NPPN;100000;1;262;500;0
NPPN;100000;2;371;90;1
NPPN;100000;3;383;500;0
NPPN;100000;5;428;500;0
NPPN;100000;8;758;500;0
NPPN;100000;13;1382;500;0
NPPN;100000;21;2396;500;0
NPPN;100000;34;500;500;0
NPPN;100000;55;2640;180;1
NPPN;100000;89;3864;500;0
NPPN;100000;128;4019;135;1
NPPN;100000;255;4019;315;1
NPPN;200000;1;139;500;0
NPPN;200000;2;474;500;0
NPPN;200000;3;548;225;1
NPPN;200000;5;559;500;0
NPPN;200000;8;760;361;1
NPPN;200000;13;1376;500;0
NPPN;200000;21;2394;500;0
NPPN;200000;34;374;500;0
NPPN;200000;55;2634;540;1
NPPN;200000;89;3865;500;0
