frequency,duty_cycle,measurement,stabilization_time
100,1,12,81
100,2,0,80
100,3,0,80
100,5,0,80
100,8,0,80
100,13,0,80
100,21,1897,1454
100,34,2258,1213
100,55,2551,1051
100,89,2773,727
100,128,2920,565
100,255,3160,404
200,1,0,80
200,2,0,80
200,3,0,80
200,5,0,80
200,8,0,80
200,13,0,80
200,21,1871,1451
200,34,2243,1210
200,55,2540,968
200,89,2773,726
200,128,2922,565
200,255,3159,403
400,1,0,80
400,2,0,80
400,3,0,80
400,5,0,80
400,8,0,80
400,13,0,80
400,21,1805,1449
400,34,2192,1127
400,55,2512,885
400,89,2766,725
400,128,2926,644
400,255,3159,403
800,1,0,80
800,2,0,80
800,3,0,80
800,5,0,80
800,8,0,80
800,13,0,80
800,21,1680,1368
800,34,2131,1288
800,55,2482,966
800,89,2759,805
800,128,2915,644
800,255,3154,403
1600,1,0,80
1600,2,0,80
1600,3,0,80
1600,5,0,80
1600,8,0,80
1600,13,1729,1449
1600,21,2214,1207
1600,34,2546,885
1600,55,2829,725
1600,89,3024,483
1600,128,3150,403
1600,255,3328,484
3200,1,0,80
3200,2,0,80
3200,3,0,80
3200,5,0,80
3200,8,0,80
3200,13,1457,1368
3200,21,2013,1368
3200,34,2445,965
3200,55,2771,724
3200,89,3007,564
3200,128,3138,403
3200,255,3326,484
6400,1,0,80
6400,2,0,80
6400,3,0,80
6400,5,0,80
6400,8,0,80
6400,13,1198,1449
6400,21,1742,1288
6400,34,2256,1046
6400,55,2672,885
6400,89,2958,644
6400,128,3118,483
6400,255,3315,322
12800,1,0,80
12800,2,0,80
12800,3,0,80
12800,5,1405,1529
12800,8,1934,1207
12800,13,2445,1046
12800,21,2813,724
12800,34,3085,483
12800,55,3256,322
12800,89,3373,242
12800,128,4096,242
12800,255,4096,242
25600,1,0,80
25600,2,0,80
25600,3,0,80
25600,5,1105,1449
25600,8,1616,1207
25600,13,2193,1207
25600,21,2642,885
25600,34,2974,563
25600,55,3215,403
25600,89,3351,242
25600,128,4096,242
25600,255,4096,242
51200,1,0,80
51200,2,0,80
51200,3,0,80
51200,5,812,1289
51200,8,1293,1369
51200,13,1870,1207
51200,21,2397,1046
51200,34,2799,644
51200,55,3122,483
51200,89,3320,322
51200,128,4096,322
51200,255,4096,322
100000,1,466,725
100000,2,945,1208
100000,3,1406,1288
100000,5,2016,1127
100000,8,2514,885
100000,13,2926,644
100000,21,3219,403
100000,34,943,1127
100000,55,3251,322
100000,89,4096,322
100000,128,4096,322
100000,255,4096,322
200000,1,432,564
200000,2,624,806
200000,3,976,1128
200000,5,1586,1127
200000,8,2158,885
200000,13,2670,724
200000,21,3062,483
200000,34,622,725
200000,55,3121,403
200000,89,3446,242
200000,128,4096,242
200000,255,4096,242
400000,1,480,403
400000,2,500,483
400000,3,623,564
400000,5,1104,967
400000,8,1699,966
400000,13,2286,724
400000,21,2802,564
400000,34,495,403
400000,55,2895,564
400000,89,3445,242
400000,128,4096,242
400000,255,4096,242
800000,1,465,403
800000,2,532,322
800000,3,552,403
800000,5,688,564
800000,8,1171,886
800000,13,1807,725
800000,21,2449,564
800000,34,535,322
800000,55,2576,564
800000,89,4096,564
800000,128,4096,564
800000,255,4096,564
1600000,1,590,323
1600000,2,723,565
1600000,3,1267,726
1600000,5,2026,484
1600000,8,4096,484
1600000,13,2031,484
1600000,21,4096,484
1600000,34,4096,484
1600000,55,4096,484
1600000,89,4096,484
1600000,128,4096,484
1600000,255,4096,484
3200000,1,4096,484
3200000,2,641,566
3200000,3,948,1455
3200000,5,4096,1455
3200000,8,4096,1455
3200000,13,4096,1455
3200000,21,4096,1455
3200000,34,4096,1455
3200000,55,4096,1455
3200000,89,4096,1455
3200000,128,4096,1455
3200000,255,4096,1455
6400000,1,4096,1455
6400000,2,4096,1455
6400000,3,4096,1455
6400000,5,1729,971
6400000,8,3440,242
6400000,13,4096,242
6400000,21,4096,242
6400000,34,4096,242
6400000,55,4096,242
6400000,89,4096,242
6400000,128,4096,242
6400000,255,4096,242
