frequency,duty_cycle,measurement,stabilization_time
100,1,4096,0
100,2,4096,0
100,3,4096,0
100,5,3183,1936
100,8,3257,1371
100,13,3309,968
100,21,3368,807
100,34,3435,807
100,55,3473,646
100,89,3513,565
100,128,3538,484
100,255,3613,485
200,1,0,80
200,2,0,80
200,3,4096,80
200,5,4096,80
200,8,3272,1531
200,13,3320,1048
200,21,3391,968
200,34,3417,645
200,55,3475,646
200,89,3505,484
200,128,3565,646
200,255,3630,565
400,1,0,80
400,2,0,80
400,3,4096,80
400,5,4096,80
400,8,3253,1692
400,13,3344,1289
400,21,3381,887
400,34,3439,807
400,55,3496,807
400,89,3521,565
400,128,3567,645
400,255,3633,565
800,1,0,80
800,2,0,80
800,3,0,80
800,5,4096,80
800,8,4096,80
800,13,3328,1370
800,21,3374,886
800,34,3437,806
800,55,3477,645
800,89,3532,646
800,128,3558,565
800,255,3623,484
1600,1,0,80
1600,2,0,80
1600,3,4096,80
1600,5,3215,1932
1600,8,3324,1450
1600,13,3392,886
1600,21,3460,806
1600,34,3499,645
1600,55,3539,565
1600,89,3597,565
1600,128,3633,565
1600,255,3690,484
3200,1,0,80
3200,2,0,80
3200,3,4096,80
3200,5,4096,80
3200,8,3313,1691
3200,13,3380,1047
3200,21,3465,968
3200,34,3504,726
3200,55,3526,484
3200,89,3595,565
3200,128,3603,403
3200,255,3689,484
6400,1,0,80
6400,2,0,80
6400,3,4096,80
6400,5,4096,80
6400,8,4096,80
6400,13,3380,1288
6400,21,3459,967
6400,34,3529,887
6400,55,3569,726
6400,89,3627,726
6400,128,3643,565
6400,255,3733,727
12800,1,4096,727
12800,2,4096,727
12800,3,4096,727
12800,5,3459,1370
12800,8,3470,725
12800,13,3537,645
12800,21,3602,646
12800,34,3653,646
12800,55,3663,403
12800,89,3745,565
12800,128,3807,646
12800,255,3789,565
25600,1,4096,565
25600,2,4096,565
25600,3,4096,565
25600,5,3425,1611
25600,8,3473,966
25600,13,3541,806
25600,21,3599,726
25600,34,3622,484
25600,55,3671,484
25600,89,3724,484
25600,128,3797,565
25600,255,3782,565
51200,1,4096,565
51200,2,4096,565
51200,3,4096,565
51200,5,4096,565
51200,8,3469,1370
51200,13,3497,725
51200,21,3565,645
51200,34,3604,484
51200,55,3655,484
51200,89,3714,565
51200,128,3795,565
51200,255,3765,565
100000,1,4096,565
100000,2,3421,1773
100000,3,3471,1047
100000,5,3536,725
100000,8,3568,484
100000,13,3616,403
100000,21,3664,403
100000,34,3450,2015
100000,55,3675,404
100000,89,3807,646
100000,128,3827,807
100000,255,3797,565
200000,1,4096,565
200000,2,4096,565
200000,3,3437,1611
200000,5,3505,886
200000,8,3547,564
200000,13,3597,484
200000,21,3630,323
200000,34,4096,323
200000,55,3638,323
200000,89,3794,565
200000,128,3808,646
200000,255,3810,646
400000,1,4096,646
400000,2,4096,646
400000,3,4096,646
400000,5,3470,1289
400000,8,3522,725
400000,13,3565,484
400000,21,3603,323
400000,34,4096,323
400000,55,3611,323
400000,89,3822,807
400000,128,3781,484
400000,255,3820,727
800000,1,4096,727
800000,2,4096,727
800000,3,4096,727
800000,5,3217,1612
800000,8,3499,1129
800000,13,3539,564
800000,21,3577,403
800000,34,4096,403
800000,55,3583,323
800000,89,3799,646
800000,128,3824,807
800000,255,3808,646
1600000,1,4096,646
1600000,2,3091,1371
1600000,3,3522,1048
1600000,5,3556,484
1600000,8,3795,565
1600000,13,3554,403
1600000,21,3795,565
1600000,34,3795,565
1600000,55,3810,646
1600000,89,3820,727
1600000,128,3812,646
1600000,255,3822,727
3200000,1,4096,727
3200000,2,2748,2018
3200000,3,4096,2018
3200000,5,3193,808
3200000,8,3806,646
3200000,13,3195,727
3200000,21,3818,727
3200000,34,3820,726
3200000,55,3829,807
3200000,89,3799,565
3200000,128,3822,727
3200000,255,3797,565
6400000,1,4096,565
6400000,2,4096,565
6400000,3,4096,565
6400000,5,4096,565
6400000,8,3817,726
6400000,13,4096,726
6400000,21,3819,727
6400000,34,3813,646
6400000,55,3831,807
6400000,89,3832,808
6400000,128,3813,646
6400000,255,3841,888
