frequency,duty_cycle,measurement,stabilization_time
100,1,0,80
100,2,0,80
100,3,0,80
100,5,0,80
100,8,0,80
100,13,0,80
100,21,1127,969
100,34,1376,646
100,55,1686,565
100,89,1993,485
100,128,2219,404
100,255,2586,324
200,1,0,80
200,2,0,80
200,3,0,80
200,5,0,80
200,8,0,80
200,13,722,807
200,21,1002,807
200,34,1320,726
200,55,1674,646
200,89,2008,565
200,128,2238,485
200,255,2595,323
400,1,107,404
400,2,0,80
400,3,0,80
400,5,0,80
400,8,0,80
400,13,689,888
400,21,946,726
400,34,1272,726
400,55,1644,645
400,89,2003,565
400,128,2245,484
400,255,2599,323
800,1,127,404
800,2,0,80
800,3,0,80
800,5,0,80
800,8,0,80
800,13,605,969
800,21,880,807
800,34,1194,726
800,55,1583,645
800,89,1970,564
800,128,2219,484
800,255,2584,323
1600,1,140,404
1600,2,0,80
1600,3,0,80
1600,5,0,80
1600,8,529,807
1600,13,874,807
1600,21,1230,726
1600,34,1649,807
1600,55,2055,564
1600,89,2362,403
1600,128,2549,322
1600,255,2842,808
3200,1,183,404
3200,2,0,80
3200,3,0,80
3200,5,0,80
3200,8,426,888
3200,13,685,807
3200,21,997,645
3200,34,1409,645
3200,55,1877,564
3200,89,2272,403
3200,128,2493,322
3200,255,2821,404
6400,1,176,323
6400,2,0,80
6400,3,0,80
6400,5,0,80
6400,8,0,80
6400,13,461,726
6400,21,752,645
6400,34,1120,565
6400,55,1589,564
6400,89,2084,484
6400,128,2375,403
6400,255,2768,242
12800,1,191,404
12800,2,0,80
12800,3,0,80
12800,5,461,646
12800,8,764,646
12800,13,1169,565
12800,21,1676,565
12800,34,2181,403
12800,55,2554,484
12800,89,2834,889
12800,128,3126,161
12800,255,3090,161
25600,1,245,404
25600,2,0,80
25600,3,0,80
25600,5,286,565
25600,8,481,646
25600,13,784,484
25600,21,1209,484
25600,34,1739,484
25600,55,2269,322
25600,89,2700,242
25600,128,3146,161
25600,255,3102,161
51200,1,257,404
51200,2,0,80
51200,3,0,80
51200,5,0,80
51200,8,300,565
51200,13,488,565
51200,21,811,484
51200,34,1263,403
51200,55,1836,403
51200,89,2454,323
51200,128,4096,323
51200,255,3061,161
100000,1,336,404
100000,2,308,484
100000,3,345,484
100000,5,545,484
100000,8,877,403
100000,13,1392,323
100000,21,2125,323
100000,34,304,404
100000,55,2287,323
100000,89,3139,161
100000,128,4096,161
100000,255,3091,161
200000,1,385,404
200000,2,348,404
200000,3,346,404
200000,5,443,485
200000,8,714,404
200000,13,1195,323
200000,21,1967,323
200000,34,358,484
200000,55,2161,323
200000,89,4096,323
200000,128,3085,161
200000,255,3083,161
400000,1,420,404
400000,2,408,404
400000,3,400,404
400000,5,419,323
400000,8,630,404
400000,13,1090,242
400000,21,1893,323
400000,34,400,323
400000,55,2104,242
400000,89,3117,161
400000,128,4096,161
400000,255,3049,2021
800000,1,500,323
800000,2,447,323
800000,3,455,323
800000,5,456,323
800000,8,569,323
800000,13,1035,323
800000,21,1858,323
800000,34,445,323
800000,55,2065,324
800000,89,4096,324
800000,128,3052,404
800000,255,3050,161
1600000,1,499,324
1600000,2,537,405
1600000,3,879,324
1600000,5,1702,405
1600000,8,3084,161
1600000,13,1708,243
1600000,21,3083,161
1600000,34,3049,1455
1600000,55,3045,323
1600000,89,3045,161
1600000,128,3047,161
1600000,255,3047,161
3200000,1,573,730
3200000,2,537,1297
3200000,3,778,324
3200000,5,1746,324
3200000,8,3085,161
3200000,13,1763,405
3200000,21,4096,405
3200000,34,3042,161
3200000,55,3042,161
3200000,89,3044,161
3200000,128,3025,1860
3200000,255,3025,161
6400000,1,4096,161
6400000,2,4096,161
6400000,3,4096,161
6400000,5,4096,161
6400000,8,4096,161
6400000,13,4096,161
6400000,21,4096,161
6400000,34,3033,161
6400000,55,3034,161
6400000,89,3035,161
6400000,128,3033,161
6400000,255,3026,1213
