frequency,duty_cycle,measurement,stabilization_time
100,1,4096,0
100,2,4096,0
100,3,2817,1508
100,5,3078,1173
100,8,3176,754
100,13,4096,754
100,21,3356,419
100,34,3412,335
100,55,4096,335
100,89,4096,335
100,128,3552,252
100,255,4096,252
200,1,4096,252
200,2,4096,252
200,3,2656,1839
200,5,2902,1087
200,8,3156,1004
200,13,3226,586
200,21,3303,419
200,34,3369,335
200,55,4096,335
200,89,4096,335
200,128,4096,335
200,255,4096,335
400,1,1008,1755
400,2,4096,1755
400,3,4096,1755
400,5,2867,1420
400,8,3122,1002
400,13,3270,669
400,21,3350,502
400,34,3433,502
400,55,4096,502
400,89,3523,251
400,128,4096,251
400,255,4096,251
800,1,719,1253
800,2,4096,1253
800,3,4096,1253
800,5,2652,1752
800,8,2929,1252
800,13,3189,751
800,21,3307,501
800,34,3343,334
800,55,4096,334
800,89,3520,251
800,128,4096,251
800,255,4096,251
1600,1,1090,2006
1600,2,4096,2006
1600,3,2316,2003
1600,5,2928,1336
1600,8,3113,835
1600,13,4096,835
1600,21,3399,334
1600,34,3445,251
1600,55,4096,251
1600,89,4096,251
1600,128,4096,251
1600,255,4096,251
3200,1,813,1170
3200,2,1518,1837
3200,3,2064,1836
3200,5,2625,1503
3200,8,2999,1002
3200,13,3235,668
3200,21,3345,418
3200,34,4096,418
3200,55,4096,418
3200,89,4096,418
3200,128,4096,418
3200,255,3665,167
6400,1,533,669
6400,2,943,1504
6400,3,1454,1670
6400,5,2127,1586
6400,8,2544,1085
6400,13,3036,919
6400,21,3248,501
6400,34,3376,334
6400,55,4096,334
6400,89,3649,503
6400,128,3634,251
6400,255,4096,251
12800,1,1235,1337
12800,2,2096,1419
12800,3,2554,1168
12800,5,3005,751
12800,8,4096,751
12800,13,4096,751
12800,21,4096,751
12800,34,3603,251
12800,55,4096,251
12800,89,4096,251
12800,128,4096,251
12800,255,4096,251
25600,1,687,668
25600,2,1363,1336
25600,3,1904,1252
25600,5,2493,918
25600,8,2962,752
25600,13,3234,418
25600,21,4096,418
25600,34,4096,418
25600,55,4096,418
25600,89,4096,418
25600,128,4096,418
25600,255,4096,418
51200,1,622,501
51200,2,683,752
51200,3,1096,1086
51200,5,1721,918
51200,8,2350,919
51200,13,2859,585
51200,21,3141,334
51200,34,4096,334
51200,55,4096,334
51200,89,4096,334
51200,128,4096,334
51200,255,4096,334
100000,1,831,669
100000,2,1603,919
100000,3,2095,668
100000,5,2674,501
100000,8,4096,501
100000,13,3294,1593
100000,21,4096,1593
100000,34,1612,752
100000,55,4096,752
100000,89,4096,752
100000,128,4096,752
100000,255,4096,752
200000,1,690,502
200000,2,816,585
200000,3,1296,752
200000,5,1937,585
200000,8,2529,501
200000,13,2947,502
200000,21,4096,502
200000,34,879,669
200000,55,4096,669
200000,89,4096,669
200000,128,4096,669
200000,255,4096,669
400000,1,750,502
400000,2,601,335
400000,3,628,418
400000,5,1136,669
400000,8,1733,502
400000,13,2330,418
400000,21,2876,251
400000,34,624,334
400000,55,2944,251
400000,89,4096,251
400000,128,4096,251
400000,255,4096,251
800000,1,693,502
800000,2,641,251
800000,3,619,251
800000,5,622,251
800000,8,1095,502
800000,13,1771,418
800000,21,2509,335
800000,34,684,335
800000,55,2650,335
800000,89,4096,335
800000,128,4096,335
800000,255,4096,335
1600000,1,786,586
1600000,2,722,419
1600000,3,1260,335
1600000,5,2073,251
1600000,8,4096,251
1600000,13,2093,251
1600000,21,4096,251
1600000,34,4096,251
1600000,55,4096,251
1600000,89,4096,251
1600000,128,4096,251
1600000,255,4096,251
3200000,1,4096,251
3200000,2,721,1594
3200000,3,1071,1593
3200000,5,4096,1593
3200000,8,4096,1593
3200000,13,2018,251
3200000,21,4096,251
3200000,34,4096,251
3200000,55,4096,251
3200000,89,4096,251
3200000,128,4096,251
3200000,255,3804,1930
6400000,1,4096,1930
6400000,2,4096,1930
6400000,3,4096,1930
6400000,5,4096,1930
6400000,8,4096,1930
6400000,13,4096,1930
6400000,21,4096,1930
6400000,34,4096,1930
6400000,55,4096,1930
6400000,89,4096,1930
6400000,128,3868,1427
6400000,255,4096,1427
