frequency,duty_cycle,measurement,stabilization_time
100,1,718,261
100,2,1745,1906
100,3,2277,1646
100,5,2764,1300
100,8,3067,867
100,13,3258,607
100,21,3404,520
100,34,3466,347
100,55,4096,347
100,89,4096,347
100,128,4096,347
100,255,4096,347
200,1,486,607
200,2,1040,1560
200,3,1597,1646
200,5,2249,1299
200,8,2753,1039
200,13,3129,780
200,21,3323,520
200,34,4096,520
200,55,4096,520
200,89,4096,520
200,128,4096,520
200,255,4096,520
400,1,468,693
400,2,411,1127
400,3,866,1300
400,5,1491,1126
400,8,2118,1126
400,13,2694,866
400,21,3091,606
400,34,4096,606
400,55,3494,346
400,89,4096,346
400,128,3638,260
400,255,4096,260
800,1,462,607
800,2,0,86
800,3,0,86
800,5,813,1039
800,8,1275,1039
800,13,1999,866
800,21,2573,692
800,34,3015,519
800,55,4096,519
800,89,4096,519
800,128,3591,260
800,255,4096,260
1600,1,488,693
1600,2,0,86
1600,3,366,780
1600,5,900,953
1600,8,1363,866
1600,13,2091,693
1600,21,2644,519
1600,34,3109,433
1600,55,3425,346
1600,89,3573,260
1600,128,4096,260
1600,255,4096,260
3200,1,526,693
3200,2,365,953
3200,3,318,780
3200,5,418,780
3200,8,736,693
3200,13,1267,693
3200,21,1855,519
3200,34,2446,433
3200,55,2966,346
3200,89,3359,260
3200,128,4096,260
3200,255,4096,260
6400,1,558,693
6400,2,407,693
6400,3,386,693
6400,5,394,780
6400,8,404,693
6400,13,614,606
6400,21,1070,520
6400,34,1655,519
6400,55,2259,433
6400,89,2823,433
6400,128,3178,260
6400,255,4096,260
12800,1,577,607
12800,2,466,606
12800,3,454,606
12800,5,499,520
12800,8,844,520
12800,13,1379,520
12800,21,1961,346
12800,34,2560,346
12800,55,4096,346
12800,89,4096,346
12800,128,4096,346
12800,255,4096,346
25600,1,634,606
25600,2,545,693
25600,3,503,520
25600,5,498,520
25600,8,494,433
25600,13,740,520
25600,21,1224,433
25600,34,1813,347
25600,55,2454,347
25600,89,3124,260
25600,128,4096,260
25600,255,4096,260
51200,1,661,520
51200,2,559,433
51200,3,560,520
51200,5,555,520
51200,8,552,520
51200,13,529,347
51200,21,753,433
51200,34,1263,347
51200,55,1930,347
51200,89,2714,260
51200,128,4096,260
51200,255,3774,694
100000,1,693,520
100000,2,597,433
100000,3,586,433
100000,5,582,346
100000,8,908,347
100000,13,1531,347
100000,21,2359,260
100000,34,601,346
100000,55,2547,260
100000,89,4096,260
100000,128,4096,260
100000,255,4096,260
200000,1,735,433
200000,2,624,346
200000,3,613,347
200000,5,621,433
200000,8,779,347
200000,13,1366,347
200000,21,2225,260
200000,34,634,347
200000,55,2429,260
200000,89,4096,260
200000,128,4096,260
200000,255,4096,260
400000,1,778,520
400000,2,656,347
400000,3,643,347
400000,5,649,433
400000,8,722,347
400000,13,1292,347
400000,21,2166,260
400000,34,651,260
400000,55,2400,347
400000,89,4096,347
400000,128,4096,347
400000,255,4096,347
800000,1,872,520
800000,2,691,434
800000,3,678,347
800000,5,653,260
800000,8,698,347
800000,13,1272,347
800000,21,2156,260
800000,34,688,347
800000,55,2365,260
800000,89,4096,260
800000,128,4096,260
800000,255,4096,260
1600000,1,840,521
1600000,2,727,434
1600000,3,1146,434
1600000,5,1992,260
1600000,8,4096,260
1600000,13,2044,347
1600000,21,4096,347
1600000,34,4096,347
1600000,55,4096,347
1600000,89,4096,347
1600000,128,4096,347
1600000,255,4096,347
3200000,1,4096,347
3200000,2,4096,347
3200000,3,4096,347
3200000,5,2089,1129
3200000,8,4096,1129
3200000,13,4096,1129
3200000,21,4096,1129
3200000,34,4096,1129
3200000,55,4096,1129
3200000,89,4096,1129
3200000,128,4096,1129
3200000,255,4096,1129
6400000,1,4096,1129
6400000,2,4096,1129
6400000,3,4096,1129
6400000,5,4096,1129
6400000,8,4096,1129
6400000,13,4096,1129
6400000,21,4096,1129
6400000,34,4096,1129
6400000,55,4096,1129
6400000,89,4096,1129
6400000,128,4096,1129
6400000,255,4096,1129
